"scenario","formulation","selection_rule","p_selected","p_true","p_bic","error_true","error_bic","is_correct","matches_bic"
"C2_Many_Weak_Signals","delta2_central","min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_central","max",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_central","abs_min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_central","abs_max",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_central","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_central","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_central","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_intuitive","min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_intuitive","max",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_intuitive","abs_min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_intuitive","abs_max",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_intuitive","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_intuitive","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta2_intuitive","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_central","min",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_central","max",18,10,9,8,9,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_central","abs_min",18,10,9,8,9,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_central","abs_max",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_central","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_central","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_central","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_forward","min",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_forward","max",17,10,9,7,8,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_forward","abs_min",17,10,9,7,8,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_forward","abs_max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_forward","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_forward","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","delta3_forward","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change","min",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change","max",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change","abs_min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change","abs_max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change_shifted","min",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change_shifted","max",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change_shifted","abs_min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change_shifted","abs_max",2,10,9,8,7,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change_shifted","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change_shifted","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","efficiency_change_shifted","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","ratio_metric","min",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","ratio_metric","max",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","ratio_metric","abs_min",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","ratio_metric","abs_max",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","ratio_metric","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","ratio_metric","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","ratio_metric","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","pct_change","min",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","pct_change","max",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","pct_change","abs_min",19,10,9,9,10,FALSE,FALSE
"C2_Many_Weak_Signals","pct_change","abs_max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","pct_change","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","pct_change","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","pct_change","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","kneedle_diff","min",7,10,9,3,2,FALSE,FALSE
"C2_Many_Weak_Signals","kneedle_diff","max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","kneedle_diff","abs_min",7,10,9,3,2,FALSE,FALSE
"C2_Many_Weak_Signals","kneedle_diff","abs_max",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","kneedle_diff","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","kneedle_diff","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","kneedle_diff","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","l_method_distance","min",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","l_method_distance","max",7,10,9,3,2,FALSE,FALSE
"C2_Many_Weak_Signals","l_method_distance","abs_min",1,10,9,9,8,FALSE,FALSE
"C2_Many_Weak_Signals","l_method_distance","abs_max",7,10,9,3,2,FALSE,FALSE
"C2_Many_Weak_Signals","l_method_distance","zero_crossing_floor",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","l_method_distance","zero_crossing_ceil",-1,10,9,Inf,Inf,FALSE,FALSE
"C2_Many_Weak_Signals","l_method_distance","zero_crossing_round",-1,10,9,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","M_p","min",20,8,8,12,12,FALSE,FALSE
"C3_Mixed_Signals","M_p","max",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","M_p","abs_min",20,8,8,12,12,FALSE,FALSE
"C3_Mixed_Signals","M_p","abs_max",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","M_p","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","M_p","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","M_p","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_forward","min",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","delta1_forward","max",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","delta1_forward","abs_min",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","delta1_forward","abs_max",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","delta1_forward","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_forward","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_forward","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_backward","min",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta1_backward","max",20,8,8,12,12,FALSE,FALSE
"C3_Mixed_Signals","delta1_backward","abs_min",20,8,8,12,12,FALSE,FALSE
"C3_Mixed_Signals","delta1_backward","abs_max",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta1_backward","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_backward","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_backward","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_central","min",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta1_central","max",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","delta1_central","abs_min",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","delta1_central","abs_max",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta1_central","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_central","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta1_central","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","delta2_forward","min",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta2_forward","max",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta2_forward","abs_min",18,8,8,10,10,FALSE,FALSE
"C3_Mixed_Signals","delta2_forward","abs_max",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta2_forward","zero_crossing_floor",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","delta2_forward","zero_crossing_ceil",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta2_forward","zero_crossing_round",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta2_central","min",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta2_central","max",4,8,8,4,4,FALSE,FALSE
"C3_Mixed_Signals","delta2_central","abs_min",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","delta2_central","abs_max",4,8,8,4,4,FALSE,FALSE
"C3_Mixed_Signals","delta2_central","zero_crossing_floor",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta2_central","zero_crossing_ceil",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta2_central","zero_crossing_round",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta2_intuitive","min",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta2_intuitive","max",4,8,8,4,4,FALSE,FALSE
"C3_Mixed_Signals","delta2_intuitive","abs_min",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","delta2_intuitive","abs_max",4,8,8,4,4,FALSE,FALSE
"C3_Mixed_Signals","delta2_intuitive","zero_crossing_floor",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta2_intuitive","zero_crossing_ceil",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta2_intuitive","zero_crossing_round",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta3_central","min",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta3_central","max",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta3_central","abs_min",18,8,8,10,10,FALSE,FALSE
"C3_Mixed_Signals","delta3_central","abs_max",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta3_central","zero_crossing_floor",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta3_central","zero_crossing_ceil",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","delta3_central","zero_crossing_round",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta3_forward","min",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","delta3_forward","max",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta3_forward","abs_min",17,8,8,9,9,FALSE,FALSE
"C3_Mixed_Signals","delta3_forward","abs_max",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta3_forward","zero_crossing_floor",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","delta3_forward","zero_crossing_ceil",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","delta3_forward","zero_crossing_round",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change","min",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change","max",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change","abs_min",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change","abs_max",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change_shifted","min",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change_shifted","max",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change_shifted","abs_min",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change_shifted","abs_max",2,8,8,6,6,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change_shifted","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change_shifted","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","efficiency_change_shifted","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","ratio_metric","min",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","ratio_metric","max",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","ratio_metric","abs_min",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","ratio_metric","abs_max",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","ratio_metric","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","ratio_metric","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","ratio_metric","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","pct_change","min",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","pct_change","max",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","pct_change","abs_min",19,8,8,11,11,FALSE,FALSE
"C3_Mixed_Signals","pct_change","abs_max",3,8,8,5,5,FALSE,FALSE
"C3_Mixed_Signals","pct_change","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","pct_change","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","pct_change","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","kneedle_diff","min",6,8,8,2,2,FALSE,FALSE
"C3_Mixed_Signals","kneedle_diff","max",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","kneedle_diff","abs_min",6,8,8,2,2,FALSE,FALSE
"C3_Mixed_Signals","kneedle_diff","abs_max",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","kneedle_diff","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","kneedle_diff","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","kneedle_diff","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","l_method_distance","min",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","l_method_distance","max",7,8,8,1,1,FALSE,FALSE
"C3_Mixed_Signals","l_method_distance","abs_min",1,8,8,7,7,FALSE,FALSE
"C3_Mixed_Signals","l_method_distance","abs_max",7,8,8,1,1,FALSE,FALSE
"C3_Mixed_Signals","l_method_distance","zero_crossing_floor",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","l_method_distance","zero_crossing_ceil",-1,8,8,Inf,Inf,FALSE,FALSE
"C3_Mixed_Signals","l_method_distance","zero_crossing_round",-1,8,8,Inf,Inf,FALSE,FALSE
