"scenario","true_p","p","M_p","R2","delta1_current","delta2_current","delta3_current","selected_p_current","delta1_proper","delta2_proper","delta3_proper","selected_p_proper","delta1_plus1","delta2_plus1","delta3_plus1","selected_p_plus1"
"A2_Single_Predictor",1,3,0.317318538188643,0.951955614565929,-0.118884949438203,0.0792289238621147,-0.0475323280827775,2,-0.118884949438203,0.0792289238621147,-0.0475323280827775,2,-0.118884949438203,0.0792289238621147,-0.0475323280827775,3
"A2_Single_Predictor",1,4,0.238048050681497,0.95219220272599,-0.0634221896174769,0.0316965957793372,-0.0158452164718762,2,-0.0634221896174769,0.0316965957793372,-0.0158452164718762,2,-0.0634221896174769,0.0316965957793372,-0.0158452164718762,3
"A2_Single_Predictor",1,5,0.190474158953689,0.952370794768446,-0.0396482020740778,0.015851379307461,-0.0067922912197885,2,-0.0396482020740778,0.015851379307461,-0.0067922912197885,2,-0.0396482020740778,0.015851379307461,-0.0067922912197885,3
"A2_Single_Predictor",1,6,0.158751646533342,0.952509879200051,-0.0271929683765111,0.0090590880876725,-0.00339547791748804,2,-0.0271929683765111,0.0090590880876725,-0.00339547791748804,2,-0.0271929683765111,0.0090590880876725,-0.00339547791748804,3
"A2_Single_Predictor",1,7,0.136088222200667,0.952617555404669,-0.0198316192475826,0.00566361017018446,-0.0018878314533735,2,-0.0198316192475826,0.00566361017018446,-0.0018878314533735,2,-0.0198316192475826,0.00566361017018446,-0.0018878314533735,3
"A2_Single_Predictor",1,8,0.119088408038177,0.952707264305413,-0.0151119248040849,0.00377577871681097,-0.00113216009525477,2,-0.0151119248040849,0.00377577871681097,-0.00113216009525477,2,-0.0151119248040849,0.00377577871681097,-0.00113216009525477,3
"A2_Single_Predictor",1,9,0.105864372592497,0.952779353332475,-0.0119022261349013,0.0026436186215562,-0.000720986833595019,2,-0.0119022261349013,0.0026436186215562,-0.000720986833595019,2,-0.0119022261349013,0.0026436186215562,-0.000720986833595019,3
"A2_Single_Predictor",1,10,0.095283955768374,0.95283955768374,-0.00961910093014261,0.00192263178796118,-0.000480626954961191,2,-0.00961910093014261,0.00192263178796118,-0.000480626954961191,2,-0.00961910093014261,0.00192263178796118,-0.000480626954961191,3
"A2_Single_Predictor",1,11,0.086626170732212,0.952887878054332,-0.00793678261966203,0.00144200483299999,-0.000332630829525296,2,-0.00793678261966203,0.00144200483299999,-0.000332630829525296,2,-0.00793678261966203,0.00144200483299999,-0.000332630829525296,3
"A2_Single_Predictor",1,12,0.07941039052905,0.9529246863486,-0.00666109320142469,0.00110937400347469,-0.000237432656307893,2,-0.00666109320142469,0.00110937400347469,-0.000237432656307893,2,-0.00666109320142469,0.00110937400347469,-0.000237432656307893,3
"A2_Single_Predictor",1,13,0.0733039843293627,0.952951796281714,-0.00567043552610395,0.000871941347166796,-0.000174465257465839,2,-0.00567043552610395,0.000871941347166796,-0.000174465257465839,2,-0.00567043552610395,0.000871941347166796,-0.000174465257465839,3
"A2_Single_Predictor",1,14,0.0680695194768421,0.95297327267579,-0.00488572680767007,0.000697476089700957,-0.000130585373362566,2,-0.00488572680767007,0.000697476089700957,-0.000130585373362566,2,-0.00488572680767007,0.000697476089700957,-0.000130585373362566,3
"A2_Single_Predictor",1,15,0.0635325307140225,0.952987960710338,-0.0042535434046504,0.000566890716338392,-0.000100045542096278,2,-0.0042535434046504,0.000566890716338392,-0.000100045542096278,2,-0.0042535434046504,0.000566890716338392,-0.000100045542096278,3
"A2_Single_Predictor",1,16,0.0595624326675413,0.952998922680661,-0.00373667545936014,0.000466845174242114,-7.77721181604782e-05,2,-0.00373667545936014,0.000466845174242114,-7.77721181604782e-05,2,-0.00373667545936014,0.000466845174242114,-7.77721181604782e-05,3
"A2_Single_Predictor",1,17,0.0560591797953022,0.953006056520138,-0.00330871634419827,0.000389073056081636,-6.1367044611578e-05,2,-0.00330871634419827,0.000389073056081636,-6.1367044611578e-05,2,-0.00330871634419827,0.000389073056081636,-6.1367044611578e-05,3
"A2_Single_Predictor",1,18,0.0529449999791448,0.953009999624606,-0.00295032681042242,0.000327706011470058,-4.91246327235448e-05,2,-0.00295032681042242,0.000327706011470058,-4.91246327235448e-05,2,-0.00295032681042242,0.000327706011470058,-4.91246327235448e-05,3
"A2_Single_Predictor",1,19,0.0501585261744574,0.95301199731469,-0.00264718311531413,0.000278581378746513,-0.0454213227013221,2,-0.00264718311531413,0.000278581378746513,-0.000139290689373257,2,-0.00264718311531413,0.000278581378746513,-0.000139290689373257,3
"A2_Single_Predictor",1,20,0.0476506337485165,0.95301267497033,-0.00250789242594088,-0.0451427413225756,NA,2,-0.00250789242594088,0.000139290689373257,-0.000139290689373257,2,-0.00250789242594088,0.000139290689373257,-0.000139290689373257,3
"A3_Full_Support",20,1,0.118130436404446,0.118130436404446,-0.010113372970255,-0.128243809374701,0.131475965280634,19,-0.010113372970255,0.00161607795296684,0.00161607795296684,2,-0.010113372970255,0.00161607795296684,0.00161607795296684,3
"A3_Full_Support",20,2,0.108017063434191,0.216034126868381,-0.0084972950172882,0.00323215590593368,-0.0019488152368061,19,-0.0084972950172882,0.00323215590593368,-0.0019488152368061,2,-0.0084972950172882,0.00323215590593368,-0.0019488152368061,3
"A3_Full_Support",20,3,0.101135846369869,0.303407539109608,-0.00623954672975757,0.00128334066912758,-0.000527433147987658,19,-0.00623954672975757,0.00128334066912758,-0.000527433147987658,2,-0.00623954672975757,0.00128334066912758,-0.000527433147987658,3
"A3_Full_Support",20,4,0.0955379699746755,0.382151879898702,-0.00521992263462382,0.000755907521139923,-0.000234202700335653,19,-0.00521992263462382,0.000755907521139923,-0.000234202700335653,2,-0.00521992263462382,0.000755907521139923,-0.000234202700335653,3
"A3_Full_Support",20,5,0.0906960011006216,0.453480005503108,-0.00458111646365172,0.00052170482080427,3.26147348279904e-05,19,-0.00458111646365172,0.00052170482080427,3.26147348279904e-05,2,-0.00458111646365172,0.00052170482080427,3.26147348279904e-05,3
"A3_Full_Support",20,6,0.0863757370473721,0.518254422284232,-0.00404310427543346,0.00055431955563226,-0.000134824822128357,19,-0.00404310427543346,0.00055431955563226,-0.000134824822128357,2,-0.00404310427543346,0.00055431955563226,-0.000134824822128357,3
"A3_Full_Support",20,7,0.0826097925497547,0.578268547848283,-0.00355619713086538,0.000419494733503903,-0.000231992919447838,19,-0.00355619713086538,0.000419494733503903,-0.000231992919447838,2,-0.00355619713086538,0.000419494733503903,-0.000231992919447838,3
"A3_Full_Support",20,8,0.0792633427856413,0.63410674228513,-0.00325269885708539,0.000187501814056065,9.580253257499e-05,19,-0.00325269885708539,0.000187501814056065,9.580253257499e-05,2,-0.00325269885708539,0.000187501814056065,9.580253257499e-05,3
"A3_Full_Support",20,9,0.0761043948355839,0.684939553520255,-0.00301729577674183,0.000283304346631055,-0.000167675051902891,19,-0.00301729577674183,0.000283304346631055,-0.000167675051902891,2,-0.00301729577674183,0.000283304346631055,-0.000167675051902891,3
"A3_Full_Support",20,10,0.0732287512321576,0.732287512321576,-0.00281782895606222,0.000115629294728165,3.15829975129495e-05,19,-0.00281782895606222,0.000115629294728165,3.15829975129495e-05,2,-0.00281782895606222,0.000115629294728165,3.15829975129495e-05,3
"A3_Full_Support",20,11,0.0704687369234595,0.775156106158054,-0.00268640816257758,0.000147212292241114,-0.000110153443005356,19,-0.00268640816257758,0.000147212292241114,-0.000110153443005356,2,-0.00268640816257758,0.000147212292241114,-0.000110153443005356,3
"A3_Full_Support",20,12,0.0678559349070025,0.81427121888403,-0.00259427259183915,3.70588492357576e-05,8.96471763718182e-05,19,-0.00259427259183915,3.70588492357576e-05,8.96471763718182e-05,2,-0.00259427259183915,3.70588492357576e-05,8.96471763718182e-05,3
"A3_Full_Support",20,13,0.0652801917397812,0.848642492617156,-0.00251239015441748,0.000126706025607576,-4.84250494676638e-05,19,-0.00251239015441748,0.000126706025607576,-4.84250494676638e-05,2,-0.00251239015441748,0.000126706025607576,-4.84250494676638e-05,3
"A3_Full_Support",20,14,0.0628311545981675,0.879636164374345,-0.00240989665354374,7.8280976139912e-05,1.53546933694196e-05,19,-0.00240989665354374,7.8280976139912e-05,1.53546933694196e-05,2,-0.00240989665354374,7.8280976139912e-05,1.53546933694196e-05,3
"A3_Full_Support",20,15,0.0604603984326937,0.906905976490406,-0.00232393833071912,9.36356695093316e-05,-2.49111949748165e-06,19,-0.00232393833071912,9.36356695093316e-05,-2.49111949748165e-06,2,-0.00232393833071912,9.36356695093316e-05,-2.49111949748165e-06,3
"A3_Full_Support",20,16,0.0581832779367293,0.930932446987668,-0.00223154822095853,9.11445500118499e-05,-3.4862969454881e-05,19,-0.00223154822095853,9.11445500118499e-05,-3.4862969454881e-05,2,-0.00223154822095853,9.11445500118499e-05,-3.4862969454881e-05,3
"A3_Full_Support",20,17,0.0559973019907767,0.951954133843203,-0.00215783515567412,5.62815805569689e-05,5.4260493064763e-05,19,-0.00215783515567412,5.62815805569689e-05,5.4260493064763e-05,2,-0.00215783515567412,5.62815805569689e-05,5.4260493064763e-05,3
"A3_Full_Support",20,18,0.053867607625381,0.969616937256859,-0.00207442332858477,0.000110542073621732,-2.8007401290657e-05,19,-0.00207442332858477,0.000110542073621732,-2.8007401290657e-05,2,-0.00207442332858477,0.000110542073621732,-2.8007401290657e-05,3
"A3_Full_Support",20,19,0.0518484553336071,0.985120651338536,-0.00197788495560836,8.25346723310749e-05,-0.0480577547670526,19,-0.00197788495560836,8.25346723310749e-05,-4.12673361655375e-05,2,-0.00197788495560836,8.25346723310749e-05,-4.12673361655375e-05,3
"A3_Full_Support",20,20,0.0499118377141643,0.998236754283286,-0.00193661761944283,-0.0479752200947215,NA,19,-0.00193661761944283,4.12673361655375e-05,-4.12673361655375e-05,2,-0.00193661761944283,4.12673361655375e-05,-4.12673361655375e-05,3
"B1_AR1_Weak",3,1,0.518858130775237,0.518858130775237,-0.113449418714901,-0.632307549490138,0.668874022270902,19,-0.113449418714901,0.0182832363903817,0.0182832363903817,2,-0.113449418714901,0.0182832363903817,0.0182832363903817,3
"B1_AR1_Weak",3,2,0.405408712060335,0.810817424120671,-0.0951661823245197,0.0365664727807635,-0.0417810501461538,19,-0.0951661823245197,0.0365664727807635,-0.0417810501461538,2,-0.0951661823245197,0.0365664727807635,-0.0417810501461538,3
"B1_AR1_Weak",3,3,0.328525766126197,0.985577298378592,-0.0794902346168331,-0.0052145773653903,0.0380439087058511,19,-0.0794902346168331,-0.0052145773653903,0.0380439087058511,2,-0.0794902346168331,-0.0052145773653903,0.0380439087058511,3
"B1_AR1_Weak",3,4,0.246428242826669,0.985712971306676,-0.0656828576292979,0.0328293313404608,-0.0164113773728593,19,-0.0656828576292979,0.0328293313404608,-0.0164113773728593,2,-0.0656828576292979,0.0328293313404608,-0.0164113773728593,3
"B1_AR1_Weak",3,5,0.197160050867602,0.985800254338008,-0.0410592149752668,0.0164179539676014,-0.00703442275914129,19,-0.0410592149752668,0.0164179539676014,-0.00703442275914129,2,-0.0410592149752668,0.0164179539676014,-0.00703442275914129,3
"B1_AR1_Weak",3,6,0.164309812876136,0.985858877256813,-0.028158472387236,0.00938353120846014,-0.00351805529478837,19,-0.028158472387236,0.00938353120846014,-0.00351805529478837,2,-0.028158472387236,0.00938353120846014,-0.00351805529478837,3
"B1_AR1_Weak",3,7,0.14084310609313,0.985901742651907,-0.0205339688261701,0.00586547591367177,-0.00195474061960489,19,-0.0205339688261701,0.00586547591367177,-0.00195474061960489,2,-0.0205339688261701,0.00586547591367177,-0.00195474061960489,3
"B1_AR1_Weak",3,8,0.123241875223795,0.985935001790363,-0.0156458632223007,0.00391073529406688,-0.00117325301100268,19,-0.0156458632223007,0.00391073529406688,-0.00117325301100268,2,-0.0156458632223007,0.00391073529406688,-0.00117325301100268,3
"B1_AR1_Weak",3,9,0.109551379648528,0.985962416836753,-0.0123217544337352,0.0027374822830642,-0.000746314075262849,19,-0.0123217544337352,0.0027374822830642,-0.000746314075262849,2,-0.0123217544337352,0.0027374822830642,-0.000746314075262849,3
"B1_AR1_Weak",3,10,0.098598366356325,0.98598366356325,-0.00995742918830242,0.00199116820780135,-0.000497858672991014,19,-0.00995742918830242,0.00199116820780135,-0.000497858672991014,2,-0.00995742918830242,0.00199116820780135,-0.000497858672991014,3
"B1_AR1_Weak",3,11,0.0896365212719233,0.986001733991156,-0.00821519031699658,0.00149330953481033,-0.00034448879940227,19,-0.00821519031699658,0.00149330953481033,-0.00034448879940227,2,-0.00821519031699658,0.00149330953481033,-0.00034448879940227,3
"B1_AR1_Weak",3,12,0.0821679857223319,0.986015828667982,-0.00689412518188738,0.00114882073540806,-0.000246211630748186,19,-0.00689412518188738,0.00114882073540806,-0.000246211630748186,2,-0.00689412518188738,0.00114882073540806,-0.000246211630748186,3
"B1_AR1_Weak",3,13,0.0758482709081485,0.986027521805931,-0.00586841026185341,0.000902609104659877,-0.000180504673070944,19,-0.00586841026185341,0.000902609104659877,-0.000180504673070944,2,-0.00586841026185341,0.000902609104659877,-0.000180504673070944,3
"B1_AR1_Weak",3,14,0.070431165198625,0.986036312780751,-0.00505605349372901,0.000722104431588932,-0.000135355832177601,19,-0.00505605349372901,0.000722104431588932,-0.000135355832177601,2,-0.00505605349372901,0.000722104431588932,-0.000135355832177601,3
"B1_AR1_Weak",3,15,0.0657361639206905,0.986042458810358,-0.00440162697822888,0.000586748599411331,-0.000103505954695653,19,-0.00440162697822888,0.000586748599411331,-0.000103505954695653,2,-0.00440162697822888,0.000586748599411331,-0.000103505954695653,3
"B1_AR1_Weak",3,16,0.0616279112421673,0.986046579874677,-0.00386663135616537,0.000483242644715678,-8.05224196742393e-05,19,-0.00386663135616537,0.000483242644715678,-8.05224196742393e-05,2,-0.00386663135616537,0.000483242644715678,-8.05224196742393e-05,3
"B1_AR1_Weak",3,17,0.0580029012083598,0.986049320542116,-0.00342364992128681,0.000402720225041439,-6.35797690016343e-05,19,-0.00342364992128681,0.000402720225041439,-6.35797690016343e-05,2,-0.00342364992128681,0.000402720225041439,-6.35797690016343e-05,3
"B1_AR1_Weak",3,18,0.0547806113995937,0.986051005192686,-0.00305271958074619,0.000339140456039805,-5.08556288196307e-05,19,-0.00305271958074619,0.000339140456039805,-5.08556288196307e-05,2,-0.00305271958074619,0.000339140456039805,-5.08556288196307e-05,3
"B1_AR1_Weak",3,19,0.0518974620468674,0.98605177889048,-0.0027390069391162,0.000288284827220174,-0.0469960178230753,19,-0.0027390069391162,0.000288284827220174,-0.000144142413610087,2,-0.0027390069391162,0.000288284827220174,-0.000144142413610087,3
"B1_AR1_Weak",3,20,0.0493025975213613,0.986051950427225,-0.00259486452550611,-0.0467077329958552,NA,19,-0.00259486452550611,0.000144142413610087,-0.000144142413610087,2,-0.00259486452550611,0.000144142413610087,-0.000144142413610087,3
"B1_AR1_Strong",3,1,0.592311604298373,0.592311604298373,-0.175501194038637,-0.76781279833701,0.854063761045274,2,-0.175501194038637,0.043125481354132,0.043125481354132,2,-0.175501194038637,0.043125481354132,0.043125481354132,3
"B1_AR1_Strong",3,2,0.416810410259737,0.833620820519473,-0.132375712684505,0.0862509627082641,-0.078854775476905,2,-0.132375712684505,0.0862509627082641,-0.078854775476905,2,-0.132375712684505,0.0862509627082641,-0.078854775476905,3
"B1_AR1_Strong",3,3,0.327560178929364,0.982680536788092,-0.0855521377146932,0.00739618723135915,0.0253389330963377,2,-0.0855521377146932,0.00739618723135915,0.0253389330963377,2,-0.0855521377146932,0.00739618723135915,0.0253389330963377,3
"B1_AR1_Strong",3,4,0.24570613483035,0.982824539321401,-0.0654864839351652,0.0327351203276969,-0.0163675985711409,2,-0.0654864839351652,0.0327351203276969,-0.0163675985711409,2,-0.0654864839351652,0.0327351203276969,-0.0163675985711409,3
"B1_AR1_Strong",3,5,0.196587211059034,0.982936055295168,-0.0409351628930387,0.016367521756556,-0.0070136637209462,2,-0.0409351628930387,0.016367521756556,-0.0070136637209462,2,-0.0409351628930387,0.016367521756556,-0.0070136637209462,3
"B1_AR1_Strong",3,6,0.163835809044273,0.983014854265637,-0.0280744729969558,0.00935385803560981,-0.00350562893674695,2,-0.0280744729969558,0.00935385803560981,-0.00350562893674695,2,-0.0280744729969558,0.00935385803560981,-0.00350562893674695,3
"B1_AR1_Strong",3,7,0.140438265065122,0.983067855455854,-0.0204734294297195,0.00584822909886286,-0.0019496015318979,2,-0.0204734294297195,0.00584822909886286,-0.0019496015318979,2,-0.0204734294297195,0.00584822909886286,-0.0019496015318979,3
"B1_AR1_Strong",3,8,0.122888950184834,0.983111601478672,-0.0156000010968056,0.00389862756696496,-0.00116926986419848,2,-0.0156000010968056,0.00389862756696496,-0.00116926986419848,2,-0.0156000010968056,0.00389862756696496,-0.00116926986419848,3
"B1_AR1_Strong",3,9,0.109238262871511,0.983144365843598,-0.0122860084619398,0.00272935770276649,-0.000744038163105754,2,-0.0122860084619398,0.00272935770276649,-0.000744038163105754,2,-0.0122860084619398,0.00272935770276649,-0.000744038163105754,3
"B1_AR1_Strong",3,10,0.0983169332609543,0.983169332609543,-0.00992866984072622,0.00198531953966073,-0.000496240507795509,2,-0.00992866984072622,0.00198531953966073,-0.000496240507795509,2,-0.00992866984072622,0.00198531953966073,-0.000496240507795509,3
"B1_AR1_Strong",3,11,0.0893809231900585,0.983190155090643,-0.00819147055496324,0.00148907903186522,-0.00034373317413737,2,-0.00819147055496324,0.00148907903186522,-0.00034373317413737,2,-0.00819147055496324,0.00148907903186522,-0.00034373317413737,3
"B1_AR1_Strong",3,12,0.0819339921510278,0.983207905812334,-0.0068742581101667,0.00114534585772785,-0.000245392757058774,2,-0.0068742581101667,0.00114534585772785,-0.000245392757058774,2,-0.0068742581101667,0.00114534585772785,-0.000245392757058774,3
"B1_AR1_Strong",3,13,0.075632406969725,0.983221290606426,-0.00585160863096824,0.000899953100669079,-0.000179879295158739,2,-0.00585160863096824,0.000899953100669079,-0.000179879295158739,2,-0.00585160863096824,0.000899953100669079,-0.000179879295158739,3
"B1_AR1_Strong",3,14,0.0702307748890914,0.983230848447279,-0.00504159517787853,0.000720073805510341,-0.000135019646883158,2,-0.00504159517787853,0.000720073805510341,-0.000135019646883158,2,-0.00504159517787853,0.000720073805510341,-0.000135019646883158,3
"B1_AR1_Strong",3,15,0.065549216613968,0.98323824920952,-0.00438903119580977,0.000585054158627182,-0.000103235821392864,2,-0.00438903119580977,0.000585054158627182,-0.000103235821392864,2,-0.00438903119580977,0.000585054158627182,-0.000103235821392864,3
"B1_AR1_Strong",3,16,0.0614527124974718,0.983243399959549,-0.00385559494787902,0.000481818337234319,-8.02594485165564e-05,2,-0.00385559494787902,0.000481818337234319,-8.02594485165564e-05,2,-0.00385559494787902,0.000481818337234319,-8.02594485165564e-05,3
"B1_AR1_Strong",3,17,0.05783802671821,0.983246454209569,-0.00341390633490297,0.000401558888717762,-6.33841833118307e-05,2,-0.00341390633490297,0.000401558888717762,-6.33841833118307e-05,2,-0.00341390633490297,0.000401558888717762,-6.33841833118307e-05,3
"B1_AR1_Strong",3,18,0.0546248998276659,0.983248196897986,-0.00304403953784113,0.000338174705405932,-5.0707121871843e-05,2,-0.00304403953784113,0.000338174705405932,-5.0707121871843e-05,2,-0.00304403953784113,0.000338174705405932,-5.0707121871843e-05,3
"B1_AR1_Strong",3,19,0.0517499476425277,0.983249005208026,-0.00273121839337112,0.000287467583534089,-0.0468624460228537,2,-0.00273121839337112,0.000287467583534089,-0.000143733791767044,2,-0.00273121839337112,0.000287467583534089,-0.000143733791767044,3
"B1_AR1_Strong",3,20,0.0491624630409236,0.983249260818473,-0.00258748460160407,-0.0465749784393196,NA,2,-0.00258748460160407,0.000143733791767044,-0.000143733791767044,2,-0.00258748460160407,0.000143733791767044,-0.000143733791767044,3
"B2_Compound_Symmetry",3,1,0.5929004138301,0.5929004138301,-0.178340572544378,-0.771240986374478,0.862487595709542,2,-0.178340572544378,0.0456233046675317,0.0456233046675317,2,-0.178340572544378,0.0456233046675317,0.0456233046675317,3
"B2_Compound_Symmetry",3,2,0.414559841285722,0.829119682571445,-0.132717267876846,0.0912466093350633,-0.0859790141191607,2,-0.132717267876846,0.0912466093350633,-0.0859790141191607,2,-0.132717267876846,0.0912466093350633,-0.0859790141191607,3
"B2_Compound_Symmetry",3,3,0.327465878076408,0.982397634229223,-0.0844601656013633,0.00526759521590267,0.0274521974043686,2,-0.0844601656013633,0.00526759521590267,0.0274521974043686,2,-0.0844601656013633,0.00526759521590267,0.0274521974043686,3
"B2_Compound_Symmetry",3,4,0.245639510082996,0.982558040331983,-0.0654664716832764,0.0327197926202712,-0.0163559195772948,2,-0.0654664716832764,0.0327197926202712,-0.0163559195772948,2,-0.0654664716832764,0.0327197926202712,-0.0163559195772948,3
"B2_Compound_Symmetry",3,5,0.196532934709855,0.982664673549275,-0.0409246388516526,0.0163638730429764,-0.0070116562827417,2,-0.0409246388516526,0.0163638730429764,-0.0070116562827417,2,-0.0409246388516526,0.0163638730429764,-0.0070116562827417,3
"B2_Compound_Symmetry",3,6,0.163790232379691,0.982741394278143,-0.028066593950047,0.00935221676023473,-0.00350597810989076,2,-0.028066593950047,0.00935221676023473,-0.00350597810989076,2,-0.028066593950047,0.00935221676023473,-0.00350597810989076,3
"B2_Compound_Symmetry",3,7,0.140399746809761,0.982798227668327,-0.0204673662447576,0.00584623865034398,-0.00194867572920046,2,-0.0204673662447576,0.00584623865034398,-0.00194867572920046,2,-0.0204673662447576,0.00584623865034398,-0.00194867572920046,3
"B2_Compound_Symmetry",3,8,0.122855499890175,0.982843999121402,-0.0155954654590139,0.00389756292114352,-0.00116906157744404,2,-0.0155954654590139,0.00389756292114352,-0.00116906157744404,2,-0.0155954654590139,0.00389756292114352,-0.00116906157744404,3
"B2_Compound_Symmetry",3,9,0.109208815891733,0.982879343025599,-0.0122824333265924,0.00272850134369948,-0.000743807994342496,2,-0.0122824333265924,0.00272850134369948,-0.000743807994342496,2,-0.0122824333265924,0.00272850134369948,-0.000743807994342496,3
